"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
2013,11,23,659,705,-6,948,1017,-29,"AS",15,"N433AS","EWR","SEA",331,2402,7,5,2013-11-23 07:00:00
2013,11,23,1915,1915,0,2141,2133,8,"9E",2919,"N904XJ","JFK","CLT",105,541,19,15,2013-11-23 19:00:00
2013,11,25,1032,1035,-3,1405,1405,0,"VX",23,"N637VA","JFK","SFO",358,2586,10,35,2013-11-25 10:00:00
2013,11,25,1931,1935,-4,2137,2149,-12,"9E",2911,"N604LR","JFK","CVG",106,589,19,35,2013-11-25 19:00:00
2013,11,25,2339,2229,70,41,2343,58,"B6",234,"N228JB","JFK","BTV",44,266,22,29,2013-11-25 22:00:00
2013,11,26,1027,1030,-3,1322,1340,-18,"AA",19,"N327AA","JFK","LAX",339,2475,10,30,2013-11-26 10:00:00
2013,11,26,1630,1635,-5,1813,1810,3,"EV",5293,"N751EV","LGA","ORF",62,296,16,35,2013-11-26 16:00:00
2013,11,27,724,725,-1,919,927,-8,"DL",831,"N339NB","LGA","DTW",83,502,7,25,2013-11-27 07:00:00
2013,11,27,941,945,-4,1050,1130,-40,"AA",317,"N3BWAA","LGA","ORD",107,733,9,45,2013-11-27 09:00:00
2013,11,27,1210,800,250,1551,1110,281,"DL",2190,"N176DN","JFK","MIA",182,1089,8,0,2013-11-27 08:00:00
2013,11,27,1515,1500,15,1755,1830,-35,"DL",419,"N624AG","JFK","SEA",316,2422,15,0,2013-11-27 15:00:00
2013,11,27,2132,2111,21,2338,2303,35,"EV",4700,"N14916","EWR","CLT",93,529,21,11,2013-11-27 21:00:00
2013,11,30,652,700,-8,915,936,-21,"DL",1547,"N918DE","LGA","ATL",114,762,7,0,2013-11-30 07:00:00
2013,12,1,956,1001,-5,1308,1330,-22,"UA",1289,"N53442","EWR","SFO",340,2565,10,1,2013-12-01 10:00:00
2013,12,1,2116,2033,43,2234,2206,28,"FL",1182,"N930AT","LGA","CAK",62,397,20,33,2013-12-01 20:00:00
2013,12,2,855,900,-5,1220,1220,0,"AA",2335,"N3HEAA","LGA","MIA",171,1096,9,0,2013-12-02 09:00:00
2013,12,2,855,855,0,1338,1345,-7,"DL",301,"N717TW","JFK","SJU",194,1598,8,55,2013-12-02 08:00:00
2013,12,2,1723,1724,-1,1950,1953,-3,"UA",509,"N580UA","LGA","DEN",231,1620,17,24,2013-12-02 17:00:00
2013,12,2,1940,1830,70,2236,2138,58,"B6",201,"N535JB","JFK","FLL",144,1069,18,30,2013-12-02 18:00:00
2013,12,3,1106,1107,-1,1442,1434,8,"UA",624,"N827UA","EWR","LAX",360,2454,11,7,2013-12-03 11:00:00
2013,12,3,1143,1150,-7,1328,1406,-38,"YV",2885,"N934FJ","LGA","CLT",85,544,11,50,2013-12-03 11:00:00
2013,12,4,856,854,2,1157,1207,-10,"UA",1296,"N57439","EWR","PBI",131,1023,8,54,2013-12-04 08:00:00
2013,12,4,1604,1609,-5,1714,1716,-2,"EV",4299,"N13123","EWR","DCA",46,199,16,9,2013-12-04 16:00:00
2013,12,5,56,2359,57,510,437,33,"B6",839,"N523JB","JFK","BQN",178,1576,23,59,2013-12-05 23:00:00
2013,12,5,1029,1030,-1,1418,1410,8,"US",679,"N553UW","JFK","PHX",323,2153,10,30,2013-12-05 10:00:00
2013,12,5,1317,1059,138,1534,1334,120,"EV",4679,"N15572","EWR","JAX",118,820,10,59,2013-12-05 10:00:00
2013,12,5,1955,1047,548,2143,1245,538,"EV",4711,"N12163","EWR","STL",143,872,10,47,2013-12-05 10:00:00
2013,12,6,709,715,-6,913,918,-5,"DL",831,"N325US","LGA","DTW",94,502,7,15,2013-12-06 07:00:00
2013,12,6,NA,1349,NA,NA,1547,NA,"EV",4175,"N11181","EWR","AVL",NA,583,13,49,2013-12-06 13:00:00
2013,12,7,612,615,-3,814,817,-3,"US",1899,"N558UW","JFK","CLT",98,541,6,15,2013-12-07 06:00:00
2013,12,7,1050,1049,1,1254,1247,7,"EV",4628,"N14916","EWR","STL",166,872,10,49,2013-12-07 10:00:00
2013,12,8,707,708,-1,954,1014,-20,"UA",1077,"N39726","EWR","MIA",154,1085,7,8,2013-12-08 07:00:00
2013,12,9,547,550,-3,1016,1027,-11,"B6",939,"N503JB","JFK","BQN",192,1576,5,50,2013-12-09 05:00:00
2013,12,9,940,825,75,1156,1029,87,"US",1831,"N188US","JFK","CLT",98,541,8,25,2013-12-09 08:00:00
2013,12,9,1418,1425,-7,1640,1625,15,"MQ",3588,"N508MQ","LGA","MSP",165,1020,14,25,2013-12-09 14:00:00
2013,12,10,1858,1835,23,2210,2205,5,"DL",442,"N624AG","JFK","SEA",351,2422,18,35,2013-12-10 18:00:00
2013,12,10,1923,1921,2,2258,2246,12,"B6",71,"N648JB","JFK","SLC",312,1990,19,21,2013-12-10 19:00:00
2013,12,10,NA,1715,NA,NA,2035,NA,"AA",291,"N3JUAA","JFK","AUS",NA,1521,17,15,2013-12-10 17:00:00
2013,12,11,654,655,-1,941,940,1,"AA",1263,"N3GUAA","JFK","LAS",325,2248,6,55,2013-12-11 06:00:00
2013,12,11,1657,1700,-3,1807,1825,-18,"MQ",3365,"N812MQ","JFK","DCA",52,213,17,0,2013-12-11 17:00:00
2013,12,11,1747,1730,17,1915,1851,24,"EV",4300,"N13969","EWR","RIC",62,277,17,30,2013-12-11 17:00:00
2013,12,11,1805,1740,25,2109,1956,73,"EV",4091,"N13903","EWR","IND",131,645,17,40,2013-12-11 17:00:00
2013,12,12,654,700,-6,1033,1040,-7,"DL",430,"N717TW","JFK","SFO",356,2586,7,0,2013-12-12 07:00:00
2013,12,12,802,800,2,1020,1028,-8,"EV",4364,"N12135","EWR","MCI",171,1092,8,0,2013-12-12 08:00:00
2013,12,12,1028,1030,-2,1242,1254,-12,"DL",838,"N981AT","EWR","ATL",117,746,10,30,2013-12-12 10:00:00
2013,12,13,626,630,-4,902,923,-21,"UA",1627,"N77296","EWR","PBI",139,1023,6,30,2013-12-13 06:00:00
2013,12,13,752,759,-7,1004,1034,-30,"DL",2457,"N302NB","LGA","MSY",166,1183,7,59,2013-12-13 07:00:00
2013,12,13,917,920,-3,1155,1201,-6,"9E",4065,"N8673D","LGA","SDF",118,659,9,20,2013-12-13 09:00:00
2013,12,13,1857,1900,-3,2109,2125,-16,"9E",4033,"N834AY","LGA","TYS",105,647,19,0,2013-12-13 19:00:00
2013,12,13,2251,2255,-4,2346,2356,-10,"B6",718,"N651JB","JFK","BOS",34,187,22,55,2013-12-13 22:00:00
2013,12,14,1201,1145,16,1617,1308,NA,"EV",3827,"N17984","EWR","ORF",NA,284,11,45,2013-12-14 11:00:00
2013,12,15,845,845,0,1144,1155,-11,"UA",1257,"N37273","LGA","IAH",213,1416,8,45,2013-12-15 08:00:00
2013,12,15,1047,1055,-8,1237,1250,-13,"MQ",3689,"N531MQ","LGA","DTW",82,502,10,55,2013-12-15 10:00:00
2013,12,15,1348,1345,3,1508,1529,-21,"EV",5259,"N744EV","LGA","MSN",119,812,13,45,2013-12-15 13:00:00
2013,12,15,1710,1715,-5,1845,1850,-5,"MQ",2949,"N660MQ","JFK","BNA",126,765,17,15,2013-12-15 17:00:00
2013,12,15,1859,1900,-1,2206,2237,-31,"DL",2594,"N361NW","JFK","SAT",234,1587,19,0,2013-12-15 19:00:00
2013,12,16,1202,1201,1,1414,1417,-3,"EV",4567,"N13132","EWR","MCI",172,1092,12,1,2013-12-16 12:00:00
2013,12,16,1540,1545,-5,1834,1905,-31,"AA",1156,"N3BDAA","LGA","DFW",203,1389,15,45,2013-12-16 15:00:00
2013,12,16,1933,1935,-2,2145,2203,-18,"FL",1346,"N910AT","LGA","ATL",116,762,19,35,2013-12-16 19:00:00
2013,12,17,1632,1544,48,1906,1750,76,"US",1767,"N113UW","LGA","CLT",96,544,15,44,2013-12-17 15:00:00
2013,12,17,NA,754,NA,NA,944,NA,"EV",4548,"N14186","EWR","RDU",NA,416,7,54,2013-12-17 07:00:00
2013,12,17,NA,2157,NA,NA,2305,NA,"UA",736,NA,"EWR","BOS",NA,200,21,57,2013-12-17 21:00:00
2013,12,18,1156,1145,11,1358,1408,-10,"DL",1442,"N979AT","EWR","ATL",102,746,11,45,2013-12-18 11:00:00
2013,12,18,1757,1730,27,2050,2055,-5,"AA",2351,"N384AA","JFK","MIA",145,1089,17,30,2013-12-18 17:00:00
2013,12,18,1828,1830,-2,2034,2054,-20,"DL",2331,"N910DE","JFK","DTW",95,509,18,30,2013-12-18 18:00:00
2013,12,18,1943,1930,13,2140,2136,4,"9E",2960,"N8965E","JFK","CLE",78,425,19,30,2013-12-18 19:00:00
2013,12,19,629,630,-1,909,900,9,"DL",575,"N979AT","EWR","ATL",107,746,6,30,2013-12-19 06:00:00
2013,12,19,1626,1630,-4,1741,1800,-19,"B6",2302,"N193JB","JFK","BUF",57,301,16,30,2013-12-19 16:00:00
2013,12,19,2108,2055,13,2217,2213,4,"DL",2599,"N983DL","JFK","BOS",38,187,20,55,2013-12-19 20:00:00
2013,12,20,1244,1130,74,1408,1316,52,"9E",3505,"N928XJ","LGA","BNA",122,764,11,30,2013-12-20 11:00:00
2013,12,20,2130,2000,90,2310,2156,74,"EV",5287,"N612QX","LGA","MSN",134,812,20,0,2013-12-20 20:00:00
2013,12,21,929,900,29,1203,1140,23,"UA",1682,"N29124","EWR","DEN",251,1605,9,0,2013-12-21 09:00:00
2013,12,21,939,825,74,1112,1010,62,"MQ",3363,"N833MQ","JFK","RDU",70,427,8,25,2013-12-21 08:00:00
2013,12,21,1609,1500,69,1837,1730,67,"MQ",3669,"N6EAMQ","LGA","ATL",125,762,15,0,2013-12-21 15:00:00
2013,12,23,136,2359,97,616,445,91,"B6",745,"N706JB","JFK","PSE",205,1617,23,59,2013-12-23 23:00:00
2013,12,23,826,827,-1,1024,1028,-4,"EV",4691,"N14950","EWR","DAY",97,533,8,27,2013-12-23 08:00:00
2013,12,23,1112,1105,7,1329,1335,-6,"WN",1250,"N424WN","LGA","DEN",241,1620,11,5,2013-12-23 11:00:00
2013,12,23,1607,1500,67,1746,1619,87,"US",2185,"N947UW","LGA","DCA",56,214,15,0,2013-12-23 15:00:00
2013,12,23,1724,1714,10,1951,1945,6,"UA",509,"N573UA","LGA","DEN",217,1620,17,14,2013-12-23 17:00:00
2013,12,23,1853,1735,78,2014,1856,78,"EV",5846,"N16963","EWR","RIC",60,277,17,35,2013-12-23 17:00:00
2013,12,25,1533,1429,64,1716,1624,52,"EV",5423,"N753EV","LGA","RDU",78,431,14,29,2013-12-25 14:00:00
2013,12,25,1809,1815,-6,1912,1936,-24,"9E",3525,"N932XJ","LGA","SYR",38,198,18,15,2013-12-25 18:00:00
2013,12,25,1828,1830,-2,2140,2205,-25,"B6",669,"N521JB","JFK","SJC",348,2569,18,30,2013-12-25 18:00:00
2013,12,27,600,600,0,914,915,-1,"AA",1103,"N3HSAA","LGA","DFW",210,1389,6,0,2013-12-27 06:00:00
2013,12,27,630,630,0,825,830,-5,"MQ",3599,"N539MQ","LGA","MSP",155,1020,6,30,2013-12-27 06:00:00
2013,12,27,908,910,-2,1233,1235,-2,"AA",1085,"N5CKAA","JFK","MIA",162,1089,9,10,2013-12-27 09:00:00
2013,12,27,1005,1005,0,1213,1212,1,"US",1703,"N704US","LGA","CLT",97,544,10,5,2013-12-27 10:00:00
2013,12,27,1331,1326,5,1430,1430,0,"EV",3813,"N14542","EWR","MHT",39,209,13,26,2013-12-27 13:00:00
2013,12,27,1531,1350,101,1729,1602,87,"EV",4193,"N18120","EWR","MSP",159,1008,13,50,2013-12-27 13:00:00
2013,12,28,857,900,-3,1122,1135,-13,"EV",4377,"N13956","EWR","JAX",123,820,9,0,2013-12-28 09:00:00
2013,12,29,559,605,-6,751,804,-13,"9E",3907,"N8598B","EWR","DTW",83,488,6,5,2013-12-29 06:00:00
2013,12,29,1212,1151,21,1517,1520,-3,"UA",1581,"N76502","EWR","SFO",344,2565,11,51,2013-12-29 11:00:00
2013,12,30,1519,1459,20,2008,1953,15,"B6",703,"N903JB","JFK","SJU",204,1598,14,59,2013-12-30 14:00:00
2013,12,30,2005,1959,6,2307,2304,3,"UA",1269,"N77258","EWR","PBI",159,1023,19,59,2013-12-30 19:00:00
2013,12,31,1608,1615,-7,1753,1813,-20,"EV",5147,"N754EV","LGA","CLE",72,419,16,15,2013-12-31 16:00:00
2013,2,1,853,900,-7,1006,1022,-16,"US",2167,"N745VJ","LGA","DCA",52,214,9,0,2013-02-01 09:00:00
2013,2,1,1633,1350,163,1755,1518,157,"EV",4171,"N13538","EWR","MSN",125,799,13,50,2013-02-01 13:00:00
2013,2,2,644,645,-1,949,958,-9,"UA",1299,"N79279","EWR","RSW",167,1068,6,45,2013-02-02 06:00:00
2013,2,2,1912,1915,-3,2146,2212,-26,"B6",155,"N507JB","JFK","MCO",136,944,19,15,2013-02-02 19:00:00
2013,2,3,755,800,-5,1039,1054,-15,"B6",517,"N649JB","EWR","MCO",138,937,8,0,2013-02-03 08:00:00
2013,2,4,1253,1300,-7,1601,1610,-9,"WN",2239,"N793SA","EWR","HOU",230,1411,13,0,2013-02-04 13:00:00
2013,2,5,2016,2020,-4,2252,2245,7,"MQ",4662,"N532MQ","LGA","ATL",114,762,20,20,2013-02-05 20:00:00
2013,2,6,2031,2045,-14,2132,2153,-21,"B6",1178,"N563JB","EWR","BOS",40,200,20,45,2013-02-06 20:00:00
2013,2,7,714,715,-1,1022,1027,-5,"UA",1299,"N26226","EWR","RSW",167,1068,7,15,2013-02-07 07:00:00
2013,2,7,1229,1042,107,1347,1206,101,"EV",4694,"N11565","EWR","MKE",121,725,10,42,2013-02-07 10:00:00
2013,2,7,1755,1730,25,1932,1855,37,"WN",216,"N728SW","EWR","MDW",123,711,17,30,2013-02-07 17:00:00
2013,2,7,2120,2107,13,2340,2322,18,"EV",3819,"N16571","EWR","SDF",110,642,21,7,2013-02-07 21:00:00
2013,2,8,1139,1021,78,1519,1342,97,"DL",1903,"N919DL","LGA","SRQ",162,1047,10,21,2013-02-08 10:00:00
2013,2,8,1458,1505,-7,1758,1820,-22,"AA",759,"N3EJAA","LGA","DFW",206,1389,15,5,2013-02-08 15:00:00
2013,2,8,1517,1444,33,1947,1744,123,"B6",141,"N599JB","JFK","PBI",144,1028,14,44,2013-02-08 14:00:00
2013,2,9,1514,1513,1,1726,1745,-19,"EV",4133,"N12569","EWR","JAX",115,820,15,13,2013-02-09 15:00:00
2013,2,10,602,600,2,903,927,-24,"UA",1737,"N57855","EWR","LAX",328,2454,6,0,2013-02-10 06:00:00
2013,2,10,NA,1435,NA,NA,1747,NA,"B6",347,"N197JB","JFK","SRQ",NA,1041,14,35,2013-02-10 14:00:00
2013,2,11,701,700,1,814,815,-1,"UA",1142,"N13716","EWR","BOS",41,200,7,0,2013-02-11 07:00:00
2013,2,11,857,900,-3,1430,1540,-70,"HA",51,"N389HA","JFK","HNL",601,4983,9,0,2013-02-11 09:00:00
2013,2,11,1741,1727,14,2034,2038,-4,"UA",738,"N417UA","EWR","SEA",325,2402,17,27,2013-02-11 17:00:00
2013,2,11,2329,2159,90,25,2306,79,"EV",4322,"N14570","EWR","PWM",42,284,21,59,2013-02-11 21:00:00
2013,2,12,605,610,-5,801,817,-16,"DL",1919,"N320US","LGA","MSP",148,1020,6,10,2013-02-12 06:00:00
2013,2,12,631,634,-3,820,849,-29,"EV",4471,"N31131","EWR","CLT",86,529,6,34,2013-02-12 06:00:00
2013,2,12,1144,1100,44,1239,1209,30,"US",2124,"N954UW","LGA","BOS",34,184,11,0,2013-02-12 11:00:00
2013,2,12,1405,1405,0,1653,1704,-11,"B6",63,"N729JB","JFK","TPA",152,1005,14,5,2013-02-12 14:00:00
2013,2,12,1654,1700,-6,1951,2005,-14,"B6",509,"N665JB","EWR","FLL",153,1065,17,0,2013-02-12 17:00:00
2013,2,12,1729,1730,-1,2020,2004,16,"FL",623,"N169AT","LGA","ATL",142,762,17,30,2013-02-12 17:00:00
2013,2,13,1110,1110,0,1219,1220,-1,"B6",24,"N183JB","JFK","BTV",47,266,11,10,2013-02-13 11:00:00
2013,2,13,1454,1455,-1,1616,1645,-29,"AA",337,"N435AA","LGA","ORD",114,733,14,55,2013-02-13 14:00:00
2013,2,13,2152,2159,-7,2259,2316,-17,"DL",2155,"N339NW","LGA","PWM",43,269,21,59,2013-02-13 21:00:00
2013,2,14,1746,1725,21,2100,2055,5,"UA",265,"N594UA","EWR","PHX",286,2133,17,25,2013-02-14 17:00:00
2013,2,15,1213,1200,13,1313,1305,8,"US",2126,"N945UW","LGA","BOS",37,184,12,0,2013-02-15 12:00:00
2013,2,15,1510,1509,1,1713,1708,5,"EV",4166,"N15912","EWR","GSP",103,594,15,9,2013-02-15 15:00:00
2013,2,15,1735,1715,20,1928,1825,63,"EV",4373,"N14916","EWR","DCA",56,199,17,15,2013-02-15 17:00:00
2013,2,17,1039,1030,9,1353,1355,-2,"AA",179,"N346AA","JFK","SFO",355,2586,10,30,2013-02-17 10:00:00
2013,2,17,1158,1030,88,1459,1340,79,"UA",524,"N438UA","EWR","FLL",148,1065,10,30,2013-02-17 10:00:00
2013,2,18,953,1000,-7,1230,1239,-9,"DL",1847,"N687DL","LGA","ATL",111,762,10,0,2013-02-18 10:00:00
2013,2,18,1341,1345,-4,1641,1705,-24,"AA",1073,"N3BVAA","LGA","MIA",152,1096,13,45,2013-02-18 13:00:00
2013,2,18,1514,1500,14,1614,1619,-5,"US",2179,"N755US","LGA","DCA",42,214,15,0,2013-02-18 15:00:00
2013,2,18,1706,1700,6,1922,1935,-13,"DL",2042,"N303DQ","EWR","ATL",112,746,17,0,2013-02-18 17:00:00
2013,2,18,1859,1900,-1,2232,2301,-29,"DL",1967,"N704X","JFK","SFO",382,2586,19,0,2013-02-18 19:00:00
2013,2,18,2045,2030,15,2308,2306,2,"B6",619,"N296JB","JFK","JAX",128,828,20,30,2013-02-18 20:00:00
2013,2,19,811,815,-4,1150,1207,-17,"DL",1079,"N3732J","JFK","PHX",312,2153,8,15,2013-02-19 08:00:00
2013,2,19,952,1000,-8,1118,1121,-3,"US",2169,"N767UW","LGA","DCA",54,214,10,0,2013-02-19 10:00:00
2013,2,19,1351,1340,11,1638,1625,13,"B6",127,"N203JB","EWR","MCO",144,937,13,40,2013-02-19 13:00:00
2013,2,19,1515,1500,15,1716,1655,21,"MQ",4429,"N737MQ","LGA","CMH",88,479,15,0,2013-02-19 15:00:00
2013,2,19,1516,1452,24,1712,1655,17,"DL",1231,"N344NB","LGA","DTW",85,502,14,52,2013-02-19 14:00:00
2013,2,19,1753,1753,0,2120,2113,7,"UA",535,"N525UA","JFK","LAX",344,2475,17,53,2013-02-19 17:00:00
2013,2,20,1353,1350,3,1733,1715,18,"US",186,"N662AW","EWR","PHX",323,2133,13,50,2013-02-20 13:00:00
2013,2,21,1625,1530,55,1931,1855,36,"AA",1039,"N3HRAA","JFK","FLL",158,1069,15,30,2013-02-21 15:00:00
2013,2,21,1908,1910,-2,2217,2228,-11,"B6",87,"N566JB","JFK","SLC",286,1990,19,10,2013-02-21 19:00:00
2013,2,22,731,725,6,1014,1030,-16,"AS",11,"N562AS","EWR","SEA",321,2402,7,25,2013-02-22 07:00:00
2013,2,22,1338,1345,-7,1637,1705,-28,"AA",117,"N329AA","JFK","LAX",331,2475,13,45,2013-02-22 13:00:00
2013,2,22,1451,1500,-9,1600,1619,-19,"US",2179,"N714US","LGA","DCA",48,214,15,0,2013-02-22 15:00:00
2013,2,22,1903,1910,-7,2048,2055,-7,"MQ",4569,"N815MQ","LGA","RDU",76,431,19,10,2013-02-22 19:00:00
2013,2,23,728,730,-2,835,843,-8,"B6",44,"N590JB","JFK","SYR",43,209,7,30,2013-02-23 07:00:00
2013,2,24,654,700,-6,817,839,-22,"UA",331,"N495UA","LGA","ORD",112,733,7,0,2013-02-24 07:00:00
2013,2,24,702,610,52,750,710,40,"WN",589,"N7739A","EWR","BWI",37,169,6,10,2013-02-24 06:00:00
2013,2,25,623,630,-7,744,810,-26,"AA",303,"N3ELAA","LGA","ORD",118,733,6,30,2013-02-25 06:00:00
2013,2,25,1855,1855,0,2201,2212,-11,"DL",2391,"N967DL","JFK","TPA",159,1005,18,55,2013-02-25 18:00:00
2013,2,25,1935,1705,150,2237,2015,142,"B6",15,"N265JB","JFK","FLL",161,1069,17,5,2013-02-25 17:00:00
2013,2,26,627,630,-3,945,1014,-29,"UA",298,"N494UA","EWR","PHX",294,2133,6,30,2013-02-26 06:00:00
2013,2,26,921,920,1,1228,1245,-17,"AA",721,"N548AA","LGA","DFW",204,1389,9,20,2013-02-26 09:00:00
2013,2,26,1207,1215,-8,1306,1330,-24,"UA",1195,"N24702","EWR","BOS",37,200,12,15,2013-02-26 12:00:00
2013,2,26,1421,1425,-4,1658,1750,-52,"UA",257,"N508UA","JFK","SFO",313,2586,14,25,2013-02-26 14:00:00
2013,2,26,1742,1745,-3,1932,1951,-19,"DL",2331,"N324US","LGA","DTW",85,502,17,45,2013-02-26 17:00:00
2013,2,27,600,600,0,711,735,-24,"MQ",3768,"N1EAMQ","EWR","ORD",96,719,6,0,2013-02-27 06:00:00
2013,2,27,606,610,-4,956,918,38,"B6",135,"N659JB","JFK","RSW",178,1074,6,10,2013-02-27 06:00:00
2013,2,27,906,759,67,1042,935,67,"UA",607,"N515UA","EWR","ORD",94,719,7,59,2013-02-27 07:00:00
2013,2,27,NA,1056,NA,NA,1220,NA,"EV",4694,"N16976","EWR","MKE",NA,725,10,56,2013-02-27 10:00:00
2013,2,28,1514,1450,24,1812,1755,17,"AA",1813,"N5FFAA","JFK","MCO",146,944,14,50,2013-02-28 14:00:00
2013,2,28,1544,1540,4,1729,1743,-14,"9E",3523,"N908XJ","JFK","ORD",120,740,15,40,2013-02-28 15:00:00
2013,3,1,2148,2036,72,2334,2258,36,"EV",4132,"N18114","EWR","OMA",149,1134,20,36,2013-03-01 20:00:00
2013,3,2,621,630,-9,931,926,5,"B6",983,"N612JB","LGA","TPA",162,1010,6,30,2013-03-02 06:00:00
2013,3,3,638,635,3,738,755,-17,"UA",1142,"N38458","EWR","BOS",40,200,6,35,2013-03-03 06:00:00
2013,3,3,1758,1815,-17,2050,2125,-35,"AS",7,"N402AS","EWR","SEA",324,2402,18,15,2013-03-03 18:00:00
2013,3,3,1900,1906,-6,2031,2039,-8,"EV",3805,"N13908","EWR","BNA",108,748,19,6,2013-03-03 19:00:00
2013,3,4,1042,1045,-3,1316,1331,-15,"B6",545,"N580JB","EWR","PBI",131,1023,10,45,2013-03-04 10:00:00
2013,3,4,1200,1200,0,1334,1305,29,"US",2126,"N955UW","LGA","BOS",41,184,12,0,2013-03-04 12:00:00
2013,3,5,954,959,-5,1114,1129,-15,"MQ",4670,"N532MQ","LGA","BNA",110,764,9,59,2013-03-05 09:00:00
2013,3,5,1836,1805,31,1944,1945,-1,"9E",4019,"N8458A","JFK","RIC",54,288,18,5,2013-03-05 18:00:00
2013,3,6,911,910,1,1402,1407,-5,"DL",301,"N3769L","JFK","SJU",200,1598,9,10,2013-03-06 09:00:00
2013,3,6,1612,1615,-3,1819,1850,-31,"WN",3,"N203WN","EWR","DEN",223,1605,16,15,2013-03-06 16:00:00
2013,3,6,1724,1725,-1,2026,2100,-34,"DL",127,"N705TW","JFK","LAX",333,2475,17,25,2013-03-06 17:00:00
2013,3,7,1003,1015,-12,1304,1320,-16,"UA",235,"N541UA","LGA","IAH",202,1416,10,15,2013-03-07 10:00:00
2013,3,7,NA,600,NA,NA,805,NA,"EV",5020,"N709EV","LGA","MEM",NA,963,6,0,2013-03-07 06:00:00
2013,3,8,909,850,19,1349,1207,102,"B6",1061,"N337JB","JFK","AUS",220,1521,8,50,2013-03-08 08:00:00
2013,3,8,1928,1815,73,2244,2147,57,"B6",173,"N729JB","JFK","SJC",344,2569,18,15,2013-03-08 18:00:00
2013,3,8,NA,1329,NA,NA,1426,NA,"EV",4118,"N16561","EWR","BDL",NA,116,13,29,2013-03-08 13:00:00
2013,3,9,1412,1420,-8,1515,1550,-35,"MQ",3728,"N535MQ","EWR","ORD",109,719,14,20,2013-03-09 14:00:00
2013,3,9,1522,1527,-5,1714,1724,-10,"EV",4326,"N14953","EWR","CLT",79,529,15,27,2013-03-09 15:00:00
2013,3,9,2040,2055,-15,2218,2250,-32,"MQ",4573,"N730MQ","LGA","DTW",83,502,20,55,2013-03-09 20:00:00
2013,3,10,1448,1450,-2,1637,1645,-8,"MQ",4172,"N615MQ","JFK","CLE",76,425,14,50,2013-03-10 14:00:00
2013,3,11,1520,1510,10,1659,1655,4,"MQ",4447,"N730MQ","LGA","RDU",67,431,15,10,2013-03-11 15:00:00
2013,3,12,1055,1100,-5,1427,1414,13,"DL",930,"N909DE","LGA","FLL",177,1076,11,0,2013-03-12 11:00:00
2013,3,12,1156,1105,51,1307,1240,27,"WN",993,"N408WN","LGA","MDW",107,725,11,5,2013-03-12 11:00:00
2013,3,12,1258,1300,-2,1529,1521,8,"EV",4950,"N722EV","EWR","ATL",121,746,13,0,2013-03-12 13:00:00
2013,3,12,1732,1730,2,2055,2046,9,"B6",359,"N615JB","JFK","BUR",328,2465,17,30,2013-03-12 17:00:00
2013,3,13,1541,1529,12,1735,1733,2,"EV",4667,"N17138","EWR","MSP",144,1008,15,29,2013-03-13 15:00:00
2013,3,14,1345,1345,0,1714,1655,19,"B6",209,"N566JB","JFK","LGB",326,2465,13,45,2013-03-14 13:00:00
2013,3,14,1808,1810,-2,1932,1943,-11,"9E",4277,"N8964E","JFK","ORF",45,290,18,10,2013-03-14 18:00:00
2013,3,14,2145,2059,46,2356,2320,36,"B6",115,"N184JB","JFK","MSY",157,1182,20,59,2013-03-14 20:00:00
2013,3,14,2147,2105,42,5,2259,66,"EV",4700,"N16571","EWR","CLT",78,529,21,5,2013-03-14 21:00:00
2013,3,15,604,600,4,813,815,-2,"FL",345,"N149AT","LGA","ATL",104,762,6,0,2013-03-15 06:00:00
2013,3,15,1527,1530,-3,1710,1734,-24,"US",1665,"N713UW","LGA","CLT",80,544,15,30,2013-03-15 15:00:00
2013,3,15,1540,1540,0,1805,1820,-15,"DL",1344,"N329NB","LGA","MCI",170,1107,15,40,2013-03-15 15:00:00
2013,3,15,1807,1755,12,2045,2101,-16,"UA",1221,"N37263","EWR","DFW",197,1372,17,55,2013-03-15 17:00:00
2013,3,16,1704,1655,9,2029,2015,14,"DL",706,"N371NB","JFK","AUS",222,1521,16,55,2013-03-16 16:00:00
2013,3,17,1159,1200,-1,1331,1320,11,"EV",4229,"N16911","EWR","BUF",60,282,12,0,2013-03-17 12:00:00
2013,3,17,2000,1929,31,2224,2157,27,"EV",4296,"N11137","EWR","MSY",181,1167,19,29,2013-03-17 19:00:00
2013,3,18,102,2105,237,309,2259,250,"EV",4700,"N16976","EWR","CLT",98,529,21,5,2013-03-18 21:00:00
2013,3,19,752,755,-3,1009,1007,2,"9E",3879,"N8839E","EWR","CVG",108,569,7,55,2013-03-19 07:00:00
2013,3,19,1014,1005,9,1400,1303,57,"UA",1640,"N17233","EWR","TPA",163,997,10,5,2013-03-19 10:00:00
2013,3,19,1655,1640,15,1928,1850,38,"MQ",4540,"N720MQ","LGA","DTW",86,502,16,40,2013-03-19 16:00:00
2013,3,19,1722,1720,2,2044,2033,11,"UA",1437,"N15712","EWR","AUS",238,1504,17,20,2013-03-19 17:00:00
2013,3,19,1739,1740,-1,2014,2044,-30,"DL",1629,"N3749D","JFK","LAS",309,2248,17,40,2013-03-19 17:00:00
2013,3,19,2139,2055,44,2315,2250,25,"MQ",4573,"N722MQ","LGA","DTW",80,502,20,55,2013-03-19 20:00:00
